Incident Address,Missed Count,Fines,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y
300 Mcarthur Dr,1,0,37115,,,9,1764709.7996915,705573.599870054
802 Winthorne Ct,1,0,37217,RED RIVER,1402,16,1758746.59837844,651786.400932702
4309 Hopewood Dr,1,0,37211,RED RIVER,2405,30,1755978.6007039,634546.401519348
1920 Woodmont Blvd,1,0,37215,RED RIVER,3305,25,1730207.52202707,649096.510777596
5210 Pritchett Dr,1,0,37220,RED RIVER,2401,26,1744363.03921275,627817.93133183
604 Ransom Village Way,1,0,,RED RIVER,4502,19,1737607.39869743,666925.600335822
304 Cedarcliff Rd,1,0,37013,RED RIVER,4503,29,1784427.39819461,632618.400519822
648 Huntington Pkwy,1,0,37211,RED RIVER,3402,27,1751274.23437805,625331.187310029
300 Rural Hill Rd,1,0,37217,RED RIVER,4503,29,1780743.63323896,635085.460743808
641 Magnolia Ln,1,0,37211,RED RIVER,4402,4,1754004.31853061,621630.651491273
950 Colfax Dr,1,0,37214,RED RIVER,2502,15,1773959.39768999,660766.401051805
3031 Smith Springs Rd,1,0,37013,RED RIVER,3502,29,1790333.79925572,638628.001732136
5405 Ashlawn Dr,1,0,37211,RED RIVER,4404,31,1761617.79818295,625068.00169772
2234 Modena Ct,1,0,37214,RED RIVER,1503,15,1765231.82972355,672821.870155332
544 Michele Dr,1,0,37013,RED RIVER,4404,31,1764705.79864257,624764.80054787
1609 Long Ave,1,0,37206,METRO,9508,6,1749408.19965161,669228.801578304
236 Ash Grove Dr,1,0,37211,RED RIVER,4404,31,1761175.88806735,625103.271082525
1504 Barnbrook Cove,1,0,37013,RED RIVER,3503,33,1787125.25680868,628204.230429105
4828 Torbay Dr,1,0,37211,RED RIVER,2405,30,1757772.19851536,635279.200951745
136 Benzing Rd,1,0,37013,RED RIVER,4404,31,1766121.68318826,625949.542399553
2626 Forest View Dr,1,0,37013,RED RIVER,4503,29,1782983.49047637,633388.936848406
3016 Anderson Rd,1,0,37217,RED RIVER,4503,29,1784799.06833307,634151.670933706
4800 Wales Ct,1,0,37211,RED RIVER,2405,30,1757345.7998847,634557.60129033
1713 Realtree Way,1,0,37013,RED RIVER,4505,28,1773885.2338355,632344.522586614
1224 Twin Cir Dr,1,0,37217,RED RIVER,4503,29,1782729.59206394,634039.979931387
1529 Overcreek Dr,1,0,37217,RED RIVER,4503,29,1782871.07326982,633764.505140373
1416 Calais Ct,1,0,37013,RED RIVER,3504,29,1785007.56809786,632015.10091286
3357 Towneship Rd,1,0,37013,RED RIVER,3504,33,1788634.70297475,632428.724681072
1084 Blue Mountain Ln,1,0,37013,RED RIVER,4502,28,1773157.72164481,638053.170518306
115 Nashboro Greens,1,0,37217,RED RIVER,2505,29,1779075.80727263,640913.558388424
901 Townview Pl,1,0,37217,RED RIVER,4502,29,1779662.86919043,636369.360143852
437 Clearwater Dr,1,0,37217,RED RIVER,4503,29,1783057.06070343,635940.596897233
114 Nashboro Grns,1,0,37217,RED RIVER,2505,29,1779036.99195327,641042.563524329
3712 Lake Towne Dr,1,0,37013,RED RIVER,3504,33,1787416.33212875,632144.04866478
2525 Edge O Lake Dr,1,0,37217,RED RIVER,4502,29,1778620.50492205,636503.35175023
464 Manley Dr,1,0,37220,RED RIVER,2401,26,1746175.39960874,630337.600798064
2952 Mossdale Dr,1,0,37013,RED RIVER,4503,29,1785393.79991736,635004.00120811
3207 Luann Dr,1,0,37013,RED RIVER,4503,29,1784783.44208017,633685.091640576
848 Bishopsgate Rd,1,0,37013,RED RIVER,4502,28,1773575.37812207,637267.191961322
632 Mt Hood Dr,1,0,37013,RED RIVER,4502,28,1775234.62815069,638604.001374848
2627 Willow Branch Dr,1,0,37217,RED RIVER,4502,29,1780546.1472419,636613.206465009
3149 Stoneybrook Cir,1,0,37013,RED RIVER,3503,33,1789010.71252978,633455.361779876
280 Bell Rd,1,0,37217,RED RIVER,4502,29,1781756.33196554,636233.767722151
432 Black Mountain Dr,1,0,37013,RED RIVER,4502,28,1775673.60970426,638686.214817391
3408 Maple Timber Dr,1,0,37013,RED RIVER,3504,33,1788870.59864577,631732.001966794
2913 Anderson Rd,1,0,37217,RED RIVER,4503,29,1782771.94936035,634276.57410402
3413 New Towne Rd,1,0,37013,RED RIVER,3504,33,1789223.39934676,632770.400803888
2632 Willow Branch Dr,1,0,37217,RED RIVER,4502,29,1780708.19961723,636648.800366147
305 Alice Ave,1,0,37211,RED RIVER,2405,30,1755442.13365258,633905.869599522
